Time: 15-Jan-17 15:02:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:25; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:27; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:33; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:35; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:37; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:39; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:41; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:43; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:45; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:47; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 16-Jan-17 21:56:43; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 4; Tag Value: -62.9320391049837; Low: -55; High: 75
Time: 16-Jan-17 21:56:45; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 4; Tag Value: -70.7106781186547; Low: -55; High: 75
Time: 16-Jan-17 21:56:47; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 4; Tag Value: -77.7145961456971; Low: -55; High: 75
Time: 16-Jan-17 21:56:49; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 4; Tag Value: -83.8670567945424; Low: -55; High: 75
Time: 16-Jan-17 21:56:51; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 4; Tag Value: -89.1006524188368; Low: -55; High: 75
Time: 16-Jan-17 21:56:53; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 4; Tag Value: -93.3580426497202; Low: -55; High: 75
Time: 16-Jan-17 21:56:55; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -96.5925826289068; Low: -95; High: 85
Time: 16-Jan-17 21:56:55; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 4; Tag Value: -96.5925826289068; Low: -55; High: 75
Time: 16-Jan-17 21:56:55; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -96.5925826289068; Low: -95; High: 85
Time: 16-Jan-17 21:56:57; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -98.7688340595138; Low: -95; High: 85
Time: 16-Jan-17 21:56:57; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 4; Tag Value: -98.7688340595138; Low: -55; High: 75
Time: 16-Jan-17 21:56:57; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -98.7688340595138; Low: -95; High: 85
Time: 16-Jan-17 21:56:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.8629534754574; Low: -95; High: 85
Time: 16-Jan-17 21:56:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 4; Tag Value: -99.8629534754574; Low: -55; High: 75
Time: 16-Jan-17 21:56:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.8629534754574; Low: -95; High: 85
Time: 16-Jan-17 21:57:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.8629534754574; Low: -95; High: 85
Time: 16-Jan-17 21:57:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 4; Tag Value: 99.8629534754574; Low: -55; High: 75
Time: 16-Jan-17 21:57:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.8629534754574; Low: -95; High: 85
Time: 16-Jan-17 21:57:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 16-Jan-17 21:57:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 4; Tag Value: 98.7688340595138; Low: -55; High: 75
Time: 16-Jan-17 21:57:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 16-Jan-17 21:57:05; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 96.5925826289068; Low: -95; High: 85
Time: 16-Jan-17 21:57:05; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 4; Tag Value: 96.5925826289068; Low: -55; High: 75
Time: 16-Jan-17 21:57:05; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 96.5925826289068; Low: -95; High: 85
Time: 16-Jan-17 21:57:07; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 93.3580426497202; Low: -95; High: 85
Time: 16-Jan-17 21:57:07; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 4; Tag Value: 93.3580426497202; Low: -55; High: 75
Time: 16-Jan-17 21:57:07; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 93.3580426497202; Low: -95; High: 85
Time: 16-Jan-17 21:57:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 89.1006524188368; Low: -95; High: 85
Time: 16-Jan-17 21:57:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 4; Tag Value: 89.1006524188368; Low: -55; High: 75
Time: 16-Jan-17 21:57:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 89.1006524188368; Low: -95; High: 85
Time: 16-Jan-17 21:57:11; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 4; Tag Value: 83.8670567945424; Low: -55; High: 75
Time: 16-Jan-17 21:57:13; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 4; Tag Value: 77.7145961456971; Low: -55; High: 75
Time: 16-Jan-17 22:04:18; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 80.9016994374947; Low: 0; High: 60
Time: 16-Jan-17 22:04:18; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 80.9016994374947; Low: 0; High: 60
Time: 16-Jan-17 22:04:20; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 86.6025403784439; Low: 0; High: 60
Time: 16-Jan-17 22:04:20; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 86.6025403784439; Low: 0; High: 60
Time: 16-Jan-17 22:04:22; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 91.3545457642601; Low: 0; High: 60
Time: 16-Jan-17 22:04:22; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 91.3545457642601; Low: 0; High: 60
Time: 16-Jan-17 22:04:24; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 95.1056516295154; Low: 0; High: 60
Time: 16-Jan-17 22:04:24; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 95.1056516295154; Low: 0; High: 60
Time: 16-Jan-17 22:04:26; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 97.8147600733806; Low: 0; High: 60
Time: 16-Jan-17 22:04:26; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 97.8147600733806; Low: 0; High: 60
Time: 16-Jan-17 22:05:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 4; Tag Value: -99.8629534754574; Low: -55; High: 75
Time: 16-Jan-17 22:05:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.8629534754574; Low: -95; High: 85
Time: 16-Jan-17 22:06:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 4; Tag Value: 99.8629534754574; Low: -55; High: 75
Time: 16-Jan-17 22:06:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.8629534754574; Low: -95; High: 85
Time: 16-Jan-17 22:06:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 4; Tag Value: 98.7688340595138; Low: -55; High: 75
Time: 16-Jan-17 22:06:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 16-Jan-17 23:02:38; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 91.3545457642601; Low: 0; High: 60
Time: 16-Jan-17 23:02:40; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 86.6025403784439; Low: 0; High: 60
Time: 16-Jan-17 23:02:42; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 80.9016994374947; Low: 0; High: 60
Time: 16-Jan-17 23:02:44; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 74.3144825477394; Low: 0; High: 60
Time: 16-Jan-17 23:02:46; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 66.9130606358858; Low: 0; High: 60
Time: 16-Jan-17 23:03:00; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 1; Tag Value: 0; Low: 0; High: 60
Time: 16-Jan-17 23:03:14; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 66.9130606358858; Low: 0; High: 60
Time: 16-Jan-17 23:03:16; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 74.3144825477394; Low: 0; High: 60
Time: 16-Jan-17 23:03:18; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 80.9016994374947; Low: 0; High: 60
Time: 16-Jan-17 23:03:20; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 86.6025403784439; Low: 0; High: 60
Time: 16-Jan-17 23:03:22; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 91.3545457642601; Low: 0; High: 60
Time: 16-Jan-17 23:03:24; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; Tag Value: 95.1056516295154; Low: 0; High: 60
Time: 16-Jan-17 23:05:28; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 16-Jan-17 23:05:30; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 100; Low: 0; High: 80
Time: 16-Jan-17 23:05:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 16-Jan-17 23:05:34; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 16-Jan-17 23:05:36; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 16-Jan-17 23:07:20; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 16-Jan-17 23:07:20; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 16-Jan-17 23:07:22; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 16-Jan-17 23:07:22; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 16-Jan-17 23:07:24; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 16-Jan-17 23:07:24; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 16-Jan-17 23:07:26; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 16-Jan-17 23:07:26; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 16-Jan-17 23:07:28; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 16-Jan-17 23:07:28; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 16-Jan-17 23:07:30; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 100; Low: 0; High: 80
Time: 16-Jan-17 23:07:30; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 100; Low: 0; High: 80
Time: 16-Jan-17 23:07:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 16-Jan-17 23:07:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 16-Jan-17 23:07:34; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 16-Jan-17 23:07:34; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 16-Jan-17 23:07:36; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 16-Jan-17 23:07:36; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 16-Jan-17 23:07:38; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 16-Jan-17 23:07:38; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 16-Jan-17 23:07:40; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 16-Jan-17 23:07:40; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 16-Jan-17 23:07:42; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 80.9016994374947; Low: 0; High: 80
Time: 16-Jan-17 23:07:42; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 80.9016994374947; Low: 0; High: 80
Time: 16-Jan-17 23:08:00; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: 0; Low: 0; High: 80
Time: 16-Jan-17 23:08:00; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: 0; Low: 0; High: 80
Time: 17-Jan-17 00:44:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 00:44:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 00:44:25; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 00:44:25; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 01:10:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 01:10:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 01:10:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 01:10:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 01:10:33; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 01:10:33; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 01:10:35; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 01:10:35; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 01:10:37; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 01:10:37; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 01:10:39; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 01:10:39; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 01:10:41; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 01:10:41; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 01:13:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 17-Jan-17 01:13:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 17-Jan-17 01:13:34; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 17-Jan-17 01:13:35; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 17-Jan-17 01:13:37; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 01:13:37; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 01:13:39; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 01:13:39; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 01:13:41; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 01:13:41; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 01:26:22; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 17-Jan-17 01:26:22; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 17-Jan-17 01:26:24; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 17-Jan-17 01:26:24; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 17-Jan-17 01:26:26; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 17-Jan-17 01:26:26; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 17-Jan-17 01:26:28; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 17-Jan-17 01:26:28; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 17-Jan-17 01:43:54; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 01:43:54; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 01:43:56; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 01:43:56; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 11:15:57; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 11:15:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 11:15:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 11:16:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 11:16:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 11:16:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 11:16:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 11:16:19; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 11:16:19; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 11:16:21; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 11:16:21; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 11:20:19; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 11:20:19; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 11:20:21; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 11:20:21; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 11:20:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 11:20:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 11:20:25; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 11:20:25; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 11:20:27; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 11:20:27; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 11:20:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 11:20:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 11:20:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 11:20:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 11:20:33; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 11:20:34; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 11:20:36; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 17-Jan-17 11:20:36; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 17-Jan-17 11:20:38; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 17-Jan-17 11:20:38; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 17-Jan-17 11:20:40; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 17-Jan-17 11:20:40; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 17-Jan-17 11:20:42; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 80.9016994374947; Low: 0; High: 80
